Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EVA,LotShapeA,LotNumA
6032,True,16,4,-6,0.95,-38,85,0.1,-14,Symm,4,0,0,0.475,0.3924283374069717,24,-,1
6033,True,16,2,-9,1.0,-9,27,0.5,-47,-,1,0,0,0.5750000000000001,0.3855731664245668,4,Symm,5
6034,False,15,1,19,0.01,1,35,0.1,0,-,1,1,0,0.5866666666666666,0.3067494712224262,12,Symm,5
6034,True,16,3,19,0.01,1,35,0.1,0,-,1,1,0,0.575,0.3568379650952703,27,-,1
6035,True,17,5,17,1.0,17,30,0.75,10,-,1,0,0,0.6705882352941177,0.3996321838302581,14,-,1
6036,True,16,5,12,0.95,-20,11,0.05,10,-,1,0,0,0.5750000000000001,0.4187282332651254,15,Symm,3
6037,True,16,2,16,1.0,16,14,0.99,-14,-,1,0,0,0.0625,0.1408308678285174,29,L-skew,2
6038,True,16,4,76,0.1,25,92,0.1,23,-,1,0,0,0.4125,0.4161329915623929,6,-,1
6039,False,15,1,0,1.0,0,18,0.6,-50,Symm,4,0,0,0.4133333333333334,0.3502380143083653,1,Symm,5
6039,True,16,2,0,1.0,0,18,0.6,-50,Symm,4,0,0,0.7000000000000001,0.3502380143083652,12,-,1
6040,False,15,1,21,1.0,21,51,0.4,-4,-,1,0,0,0.4,0.2828427124746189,11,L-skew,2
6040,True,17,3,21,1.0,21,51,0.4,-4,-,1,0,0,0.3294117647058824,0.2995094027788463,17,-,1
6041,True,17,4,8,1.0,8,12,0.95,-4,-,1,0,0,0.6588235294117648,0.3298841151249401,-1,R-skew,3
6042,False,15,1,23,1.0,23,29,0.25,26,-,1,0,0,0.5466666666666666,0.341983012666391,-4,L-skew,5
6043,False,16,1,25,1.0,25,41,0.8,-36,-,1,0,0,0.25,0.3141125063837266,4,-,1
6044,True,19,5,-8,1.0,-8,46,0.05,-5,Symm,8,0,0,0.9157894736842104,0.2432720422689537,27,-,1
6045,True,18,3,2,1.0,2,0,0.9,-10,Symm,8,0,0,0.1333333333333333,0.2990180006385608,13,-,1
6046,True,16,5,20,1.0,20,19,0.5,16,-,1,1,0,0.125,0.2175622516277429,-2,-,1
6047,False,16,1,-1,1.0,-1,81,0.01,-1,-,1,0,0,0.875,0.2294921930407801,21,Symm,7
6048,False,32,1,1,1.0,1,4,0.9,-7,-,1,0,0,0.5562499999999999,0.324223638468782,24,-,1
6048,True,15,3,1,1.0,1,4,0.9,-7,-,1,0,0,0.7066666666666668,0.376955220278534,3,-,1
6049,False,16,1,57,0.4,-1,51,0.01,16,Symm,2,0,1,0.7499999999999999,0.3464101615137754,18,-,1
6050,True,17,3,14,0.1,-4,14,0.75,-7,-,1,0,0,0.9058823529411766,0.2357715743980127,17,-,1
6051,True,16,4,-7,1.0,-7,-8,0.25,-11,Symm,4,0,0,0.1375,0.307408522978788,28,L-skew,6
6052,True,17,2,27,1.0,27,32,0.5,16,-,1,0,0,0.3529411764705883,0.3356293473811988,9,L-skew,3
6053,False,16,1,57,0.4,-8,18,1.0,18,R-skew,6,0,0,0.8089285714285713,0.2569774600348957,19,Symm,3
6053,True,16,3,57,0.4,-8,18,1.0,18,R-skew,6,0,0,0.65,0.4033195589934447,25,-,1
6054,False,15,1,-5,1.0,-5,-2,0.99,-3,Symm,6,0,0,0.8133333333333332,0.3335237551331168,-7,L-skew,5
6055,False,16,1,-5,1.0,-5,33,0.5,-39,Symm,8,0,0,0.675,0.405791407827552,20,-,1
6055,True,15,5,-5,1.0,-5,33,0.5,-39,Symm,8,0,0,0.5466666666666666,0.3159264531651691,11,-,1
6056,False,16,1,17,0.95,-22,16,0.6,-7,R-skew,5,0,0,0.4375000000000001,0.4455333881989093,-6,-,1
6057,False,16,1,12,1.0,12,58,0.2,5,-,1,0,0,0.4625,0.4303099657998484,22,-,1
6057,True,16,5,12,1.0,12,58,0.2,5,-,1,0,0,0.7375,0.3556683848755748,8,-,1
6058,False,16,1,10,1.0,10,27,0.2,10,-,1,0,0,0.7625,0.3667424164178449,-9,-,1
6059,True,16,5,80,0.25,-9,65,0.05,11,-,1,1,0,0.7875000000000001,0.3052321520853704,-10,Symm,5
6060,False,16,1,21,1.0,21,17,0.99,17,R-skew,5,0,0,0.425,0.3785938897200183,26,R-skew,5
6060,True,15,2,21,1.0,21,17,0.99,17,R-skew,5,0,0,0.16,0.2746426249302381,18,Symm,5
6061,True,16,5,25,0.9,-44,17,0.8,-6,-,1,0,0,0.225,0.2909753712372692,20,Symm,7
6062,True,16,3,-3,1.0,-3,11,0.8,-23,Symm,2,0,0,0.9,0.1788854381999831,5,R-skew,4
6063,False,16,1,0,1.0,0,6,0.1,1,-,1,0,0,0.95,0.1549193338482966,1,L-skew,7
6063,True,16,2,0,1.0,0,6,0.1,1,-,1,0,0,0.9875,0.05,9,Symm,5
6064,False,16,1,-10,1.0,-10,113,0.25,-45,-,1,0,0,0.5375,0.3774917217635375,16,-,1
6064,True,15,2,-10,1.0,-10,113,0.25,-45,-,1,0,0,0.68,0.3189267717114474,0,-,1
6065,True,16,4,13,1.0,13,15,0.01,14,-,1,1,0,0.8750000000000001,0.2175622516277429,-2,Symm,7
6066,True,16,2,26,0.1,24,20,0.95,14,-,1,0,-1,0.1,0.1632993161855452,22,-,1
6067,False,16,1,28,1.0,28,31,0.6,30,R-skew,5,0,0,0.5750000000000001,0.4781910357447812,7,Symm,7
6067,True,15,3,28,1.0,28,31,0.6,30,R-skew,5,0,0,0.9333333333333332,0.2581988897471611,10,-,1
6068,True,16,4,21,1.0,21,65,0.25,7,Symm,8,0,0,0.2500000000000001,0.2780887148615229,30,-,1
6069,True,18,5,13,1.0,13,70,0.01,10,Symm,8,0,0,0.5555555555555556,0.385352737146298,29,-,1
6070,True,16,4,24,0.6,-8,36,0.2,6,-,1,0,0,0.5874999999999999,0.3138470965295043,17,-,1
6071,True,16,2,25,1.0,25,39,0.05,15,L-skew,4,0,0,0.5125000000000001,0.3422961680572347,-5,-,1
6072,True,18,2,52,0.5,-24,16,0.8,10,R-skew,2,0,0,0.6777777777777777,0.3153999432197262,9,Symm,3
6073,True,16,3,6,1.0,6,21,0.6,-9,R-skew,6,0,0,0.7375,0.3913651321549567,17,-,1
6074,False,15,1,11,1.0,11,24,0.8,-41,-,1,0,0,0.3200000000000001,0.360951124510943,14,-,1
6074,True,16,4,11,1.0,11,24,0.8,-41,-,1,0,0,0.4125,0.2963668897386031,26,Symm,9
6075,True,19,3,18,1.0,18,59,0.6,-36,-,1,0,0,0.4210526315789473,0.3645071975640857,19,-,1
6076,False,15,1,46,0.05,29,46,0.75,-11,L-skew,6,1,1,0.32,0.360951124510943,28,-,1
6076,True,16,4,46,0.05,29,46,0.75,-11,L-skew,6,1,1,0.3375,0.4177319714841085,13,-,1
6077,True,16,2,30,1.0,30,30,0.95,-44,L-skew,3,0,0,0.3125,0.35,7,-,1
6078,True,17,4,44,0.2,-15,20,0.25,-3,R-skew,4,0,-1,0.6941176470588235,0.3815602643018762,9,Symm,9
6079,True,17,3,16,0.9,0,14,1.0,14,Symm,6,1,0,0.3294117647058823,0.4297742225319489,6,Symm,5
6080,True,17,3,17,1.0,17,40,0.9,-40,-,1,0,0,0.5647058823529413,0.4014678948412129,19,R-skew,8
6081,True,16,2,24,1.0,24,59,0.2,15,-,1,0,0,0.5875,0.3461695153148719,0,Symm,3
6082,True,16,5,-6,0.95,-20,26,0.6,-40,Symm,8,0,0,0.75,0.2581988897471611,18,-,1
6083,True,18,3,30,0.2,20,34,0.5,-8,-,1,0,0,0.2555555555555555,0.3551672716477029,30,-,1
6084,True,18,4,15,0.05,12,30,0.05,-3,L-skew,5,0,0,0.1111111111111111,0.2083235291810733,18,-,1
6085,True,18,2,32,0.25,-24,-10,1.0,-10,-,1,0,0,0.4,0.3757345746510897,1,-,1
6086,True,17,4,-9,1.0,-9,8,0.05,-14,-,1,0,0,0.4352941176470588,0.3888141851684879,29,Symm,5
6087,True,17,3,-3,1.0,-3,8,0.2,-2,L-skew,5,0,0,0.8470588235294118,0.3043797937175354,13,Symm,3
6088,True,16,5,24,0.6,2,68,0.2,1,-,1,0,0,0.5625,0.3518996068956789,-2,-,1
6089,True,16,2,45,0.5,3,36,0.1,28,-,1,0,0,0.65,0.3540244812627134,13,R-skew,6
6090,True,16,5,23,1.0,23,44,0.25,27,Symm,6,0,0,0.875,0.1770122406313567,22,-,1
6091,True,16,5,29,0.2,-6,1,1.0,1,-,1,0,0,0.625,0.3785938897200182,12,Symm,7
6092,True,16,4,-5,1.0,-5,-5,0.01,-11,-,1,0,0,0.15,0.171269767715535,15,L-skew,5
6093,True,16,5,12,1.0,12,49,0.4,-27,Symm,2,1,0,0.4250000000000001,0.3642343567906063,11,-,1
6094,True,19,2,51,0.05,0,3,1.0,3,-,1,0,0,0.5473684210526316,0.4312364922878185,20,-,1
6095,True,15,4,8,1.0,8,39,0.2,5,-,1,0,0,0.48,0.405674042269688,-5,Symm,5
6096,False,15,1,68,0.4,-10,21,1.0,21,Symm,2,1,0,0.8266666666666665,0.2374467358818655,5,-,1
6096,True,16,2,68,0.4,-10,21,1.0,21,Symm,2,1,0,0.775,0.3087609647175842,13,Symm,3
6097,False,15,1,25,0.6,23,74,0.2,19,-,1,1,0,0.76,0.33123146848433,21,-,1
6097,True,15,2,25,0.6,23,74,0.2,19,-,1,1,0,0.5866666666666667,0.3661901665736507,23,-,1
6098,True,16,4,88,0.01,22,48,0.2,8,Symm,4,1,0,0.475,0.3336665001664586,-2,Symm,7
6099,False,15,1,11,1.0,11,88,0.25,-17,-,1,1,0,0.4533333333333333,0.3888934240098375,-6,-,1
6100,False,15,1,19,1.0,19,22,0.05,19,Symm,6,0,0,0.8533333333333334,0.277402921672395,21,-,1
6101,True,17,4,18,0.25,11,13,1.0,13,R-skew,6,0,0,0.388235294117647,0.4270280332442714,21,-,1
6102,True,15,4,30,1.0,30,50,0.01,40,-,1,0,0,0.9866666666666668,0.0516397779494322,22,R-skew,2
6103,True,19,2,8,1.0,8,28,0.4,-5,R-skew,6,1,0,0.5684210526315789,0.3544207035257947,28,-,1
6104,True,16,5,35,0.01,14,30,0.8,-5,-,1,0,1,0.525,0.3924283374069717,6,-,1
6105,True,20,5,-1,1.0,-1,107,0.25,-32,Symm,4,0,0,0.5700000000000001,0.3798891805167452,24,L-skew,6
6106,True,16,3,14,1.0,14,100,0.25,-1,Symm,6,0,0,0.2875000000000001,0.3095695936834452,2,Symm,7
6107,True,16,2,30,0.8,-6,29,0.8,1,-,1,0,0,0.675,0.3714835124201341,16,L-skew,4
6108,True,17,3,20,0.8,-40,8,1.0,8,Symm,6,0,0,0.4823529411764706,0.4065637928382935,-10,-,1
6109,True,32,2,25,0.4,-33,4,0.6,-27,-,1,0,0,0.31875,0.3286703417535374,27,-,1
6110,True,17,3,9,1.0,9,51,0.01,9,R-skew,5,0,0,0.9058823529411764,0.2135140166221357,2,L-skew,5
6111,True,15,4,18,1.0,18,23,0.9,-19,-,1,1,0,0.4533333333333333,0.341983012666391,-6,Symm,3
6112,True,17,5,12,1.0,12,4,0.99,-44,-,1,0,0,0.0470588235294117,0.0874474632195206,5,Symm,3
6113,True,15,4,54,0.25,-25,18,0.1,-6,R-skew,7,1,0,0.8800000000000001,0.2242447642325552,-6,-,1
6114,True,17,3,2,0.75,-19,52,0.01,-11,-,1,0,-1,0.188235294117647,0.3199264621385211,29,-,1
6115,True,16,5,13,0.5,-5,24,0.1,-2,Symm,8,1,0,0.6624999999999999,0.3480900266693469,-8,Symm,5
6116,True,15,2,18,1.0,18,75,0.4,-24,-,1,1,0,0.5333333333333333,0.3265986323710904,25,L-skew,4
6117,True,16,2,-9,1.0,-9,-14,0.25,-14,-,1,0,0,0.0875,0.1454876856186346,-8,R-skew,7
6118,False,15,1,-5,1.0,-5,-9,0.75,-12,-,1,0,0,0.1466666666666666,0.192230020944651,17,-,1
6119,False,16,1,24,1.0,24,86,0.2,-5,-,1,0,0,0.1624999999999999,0.2093641166325627,-5,-,1
6119,True,17,2,24,1.0,24,86,0.2,-5,-,1,0,0,0.3647058823529412,0.2849148479602902,20,Symm,7
6120,True,19,2,6,1.0,6,6,0.6,-3,-,1,0,0,0.1684210526315789,0.2688507053261828,-10,R-skew,3
6121,True,16,5,9,1.0,9,16,0.8,-33,Symm,6,0,0,0.6124999999999999,0.3304037933599835,11,-,1
6122,True,16,4,21,1.0,21,29,0.8,-19,-,1,0,0,0.4125,0.3383784863137726,-5,L-skew,6
6123,False,16,1,0,1.0,0,32,0.2,-2,-,1,0,0,0.65,0.3386246693120078,13,R-skew,5
6123,True,15,2,0,1.0,0,32,0.2,-2,-,1,0,0,0.5333333333333333,0.4186144947778269,-1,-,1
6124,True,20,5,7,1.0,7,11,0.25,3,Symm,2,0,0,0.4199999999999999,0.3607010717448657,25,Symm,3
6125,True,18,4,54,0.1,-6,43,0.6,-42,-,1,0,0,0.6333333333333333,0.3235828832817662,12,R-skew,8
6126,True,16,3,13,0.4,-25,0,0.8,-35,-,1,1,0,0.2625,0.3159641329855864,5,L-skew,6
6127,True,16,5,20,1.0,20,95,0.1,23,-,1,0,0,0.875,0.1914854215512677,20,-,1
6128,True,19,3,9,1.0,9,15,0.8,-5,R-skew,7,0,0,0.7052631578947369,0.3908305745610185,10,-,1
6129,False,16,1,-10,1.0,-10,-4,0.75,-34,-,1,1,0,0.4875,0.3180670788790734,1,-,1
6129,True,15,3,-10,1.0,-10,-4,0.75,-34,-,1,1,0,0.5466666666666667,0.358302877997027,5,-,1
6130,True,18,3,5,1.0,5,25,0.4,1,Symm,4,1,0,0.8333333333333334,0.2086370335408023,-4,Symm,9
6131,True,18,3,14,1.0,14,28,0.6,-3,-,1,1,0,0.4888888888888889,0.3376195019612688,26,-,1
6132,True,16,5,7,1.0,7,17,0.1,4,Symm,8,0,0,0.6625,0.3913651321549567,17,Symm,7
6133,True,32,4,57,0.5,-1,28,1.0,28,Symm,6,0,0,0.50625,0.3518957873593975,26,Symm,3
6134,True,16,2,-9,1.0,-9,16,0.05,-3,-,1,1,0,0.85,0.2875181153713043,12,-,1
6135,True,19,2,21,0.6,-21,74,0.1,-6,-,1,0,0,0.4105263157894736,0.3680198316548009,-10,-,1
6136,True,17,3,-3,1.0,-3,92,0.05,-14,Symm,8,0,0,0.5529411764705883,0.3356293473811988,4,-,1
6137,True,16,4,5,1.0,5,99,0.05,7,Symm,6,0,0,0.9,0.2065591117977288,27,L-skew,4
6138,True,18,3,4,1.0,4,9,0.75,-12,L-skew,3,0,0,0.5666666666666667,0.3514675116774037,30,-,1
6139,False,15,1,52,0.6,-11,23,0.99,8,-,1,0,0,0.7866666666666667,0.277402921672395,11,-,1
6139,True,15,2,52,0.6,-11,23,0.99,8,-,1,0,0,0.48,0.352946778667023,21,-,1
6140,True,16,4,5,0.6,-25,-6,0.99,-13,-,1,0,0,0.3,0.2921186973360886,4,-,1
6141,True,18,4,40,0.25,27,34,0.75,0,Symm,2,0,1,0.3,0.3307744922237541,7,-,1
6142,True,16,5,11,1.0,11,21,0.95,-6,R-skew,4,0,0,0.7875,0.2963668897386031,26,-,1
6143,True,19,3,8,1.0,8,8,0.8,-13,-,1,0,0,0.1368421052631578,0.2671049030620106,26,Symm,9
6144,True,19,5,-9,1.0,-9,69,0.25,-31,Symm,2,0,0,0.6421052631578947,0.3563952074027499,20,-,1
6145,True,16,5,-3,1.0,-3,20,0.5,-17,-,1,0,0,0.6375,0.3442382895611701,-2,R-skew,6
6146,True,17,5,19,1.0,19,30,0.75,-2,-,1,0,0,0.6470588235294117,0.3502100210210002,23,R-skew,8
6147,False,15,1,32,0.6,-50,23,0.5,-15,Symm,8,0,0,0.72,0.3363671463488329,3,R-skew,6
6147,True,15,4,32,0.6,-50,23,0.5,-15,Symm,8,0,0,0.6,0.3023715784073817,20,-,1
6148,False,15,1,23,1.0,23,29,0.75,19,-,1,1,0,0.4400000000000001,0.3480558247506528,23,L-skew,2
6149,True,18,3,24,1.0,24,24,0.1,23,-,1,0,0,0.2777777777777778,0.3638932544766319,21,R-skew,7
6150,True,17,4,29,0.5,-25,11,0.6,-2,-,1,0,0,0.6470588235294118,0.3043797937175354,27,Symm,5
6151,True,19,2,8,1.0,8,21,0.25,8,-,1,1,0,0.7473684210526316,0.3580323093003255,12,-,1
6152,True,16,3,11,1.0,11,69,0.1,9,-,1,0,0,0.65,0.409878030638384,18,-,1
6153,True,16,3,22,1.0,22,51,0.4,14,-,1,0,0,0.6250000000000001,0.3172801075810878,-2,-,1
6154,True,18,3,74,0.25,6,23,0.9,15,Symm,8,0,0,0.4444444444444444,0.2791209356748901,1,Symm,5
6155,True,17,4,3,1.0,3,60,0.4,-48,Symm,8,0,0,0.3294117647058824,0.3386825687172889,-6,-,1
6156,True,20,5,18,1.0,18,78,0.4,-27,-,1,0,0,0.22,0.2238420495749061,20,-,1
6157,True,16,2,2,1.0,2,40,0.4,-31,-,1,0,0,0.1625,0.15,-9,-,1
6158,True,18,4,3,1.0,3,12,0.6,0,-,1,0,0,0.6222222222222222,0.3352883843105734,-1,-,1
6159,True,17,3,26,1.0,26,71,0.4,-8,R-skew,6,0,0,0.3411764705882353,0.3373774287230322,-3,-,1
6160,True,16,5,18,1.0,18,30,0.5,-19,-,1,0,0,0.2875,0.3095695936834452,9,-,1
6161,True,18,3,57,0.6,-20,44,0.01,23,Symm,4,0,0,0.6888888888888888,0.3160210136142083,17,-,1
6162,True,16,4,47,0.6,-3,37,0.95,15,Symm,4,1,0,0.6500000000000001,0.3141125063837266,-1,-,1
6163,True,16,5,-8,1.0,-8,5,0.5,-9,-,1,0,0,0.8125,0.2125245083906011,-8,-,1
6164,True,19,5,5,1.0,5,27,0.75,-45,L-skew,2,0,0,0.4736842105263158,0.3413081131033592,21,-,1
6165,True,16,2,28,1.0,28,35,0.75,-4,-,1,0,0,0.5375000000000001,0.3703601850451351,20,-,1
6166,True,16,4,12,1.0,12,9,0.75,-13,R-skew,7,0,0,0.4375000000000001,0.4272001872658765,-1,-,1
6167,True,33,3,34,0.9,-18,70,0.4,-3,-,1,0,1,0.5999999999999999,0.3774917217635375,-5,-,1
6168,True,16,4,-6,1.0,-6,104,0.2,-30,-,1,0,0,0.55,0.3966526608171605,19,-,1
6169,True,21,2,11,1.0,11,59,0.2,7,L-skew,3,0,0,0.6857142857142856,0.3260148988707637,1,Symm,5
6170,True,19,4,-4,0.8,-13,102,0.1,-13,-,1,0,0,0.6210526315789473,0.4210818703298301,23,L-skew,4
6171,True,20,4,45,0.25,16,81,0.5,-33,-,1,0,0,0.3,0.3145590062628197,-6,L-skew,2
6172,True,19,3,9,1.0,9,83,0.25,-23,-,1,0,0,0.2842105263157895,0.2609026167722288,0,-,1
6173,True,16,3,10,0.9,9,73,0.05,15,L-skew,7,0,0,0.85,0.3141125063837266,21,-,1
6174,True,18,2,23,0.9,-17,18,0.75,7,Symm,2,0,0,0.5777777777777777,0.4222566205458136,-7,R-skew,8
6175,False,16,1,20,1.0,20,17,0.95,-22,-,1,0,0,0.225,0.2720294101747089,2,Symm,9
6175,True,15,3,20,1.0,20,17,0.95,-22,-,1,0,0,0.0933333333333333,0.1486446705914413,-1,-,1
6176,False,15,1,18,0.9,-12,27,0.6,23,Symm,6,1,0,0.9066666666666666,0.2120197654757238,9,-,1
6176,True,18,3,18,0.9,-12,27,0.6,23,Symm,6,1,0,0.8666666666666667,0.2057983021710106,-6,Symm,3
6177,False,16,1,57,0.4,-31,73,0.05,6,L-skew,7,0,0,0.7000000000000001,0.3183289703016885,-10,Symm,3
6177,True,15,2,57,0.4,-31,73,0.05,6,L-skew,7,0,0,0.8800000000000001,0.165615734242165,27,-,1
6178,True,18,3,2,1.0,2,15,0.01,3,-,1,0,0,0.9222222222222224,0.1957055277573202,10,-,1
6179,True,17,2,-4,1.0,-4,-5,0.6,-7,-,1,0,0,0.0941176470588235,0.1599632310692605,5,-,1
6180,True,17,3,66,0.4,-12,36,0.2,6,L-skew,2,1,0,0.6941176470588236,0.3543843045256345,17,Symm,9
6181,True,16,2,-4,0.75,-8,48,0.4,-24,Symm,4,0,1,0.7375,0.2895398648430529,30,Symm,9
6182,True,16,2,23,1.0,23,23,0.2,18,-,1,0,0,0.0625,0.1204159457879229,18,L-skew,5
6183,True,20,3,2,1.0,2,57,0.05,-1,-,1,1,0,0.62,0.3887902966083929,8,-,1
6184,True,16,4,30,0.01,17,68,0.1,6,Symm,4,1,0,0.4625,0.3242941051987634,25,-,1
6185,False,15,1,5,0.4,-17,87,0.01,-2,-,1,0,0,0.6,0.3703280399090206,1,Symm,7
6185,True,18,3,5,0.4,-17,87,0.01,-2,-,1,0,0,0.4555555555555555,0.4328051079156858,16,-,1
6186,True,17,2,5,1.0,5,-1,0.95,-25,-,1,0,0,0.0823529411764705,0.2351470128389022,-6,-,1
6187,True,16,2,55,0.25,-14,15,0.25,-9,Symm,8,0,0,0.3625,0.3879432948254165,19,-,1
6188,True,17,2,57,0.25,-15,1,0.95,-4,-,1,0,-1,0.4470588235294117,0.4389157764577726,7,Symm,9
6189,True,16,4,25,1.0,25,76,0.1,28,-,1,0,0,0.7500000000000001,0.3141125063837266,29,-,1
6190,True,17,2,16,0.05,1,23,0.5,-17,-,1,1,0,0.3764705882352941,0.3597384670922507,-4,R-skew,6
6191,False,16,1,31,0.5,-5,52,0.4,-9,R-skew,5,0,-1,0.475,0.4187282332651254,5,-,1
6191,True,32,2,31,0.5,-5,52,0.4,-9,R-skew,5,0,-1,0.5249999999999999,0.3436051747704511,24,Symm,5
6192,True,16,2,33,0.4,-22,39,0.2,-15,Symm,8,0,0,0.6124999999999999,0.3827531841800928,-10,Symm,5
6193,False,16,1,24,1.0,24,48,0.4,22,-,1,0,0,0.7000000000000001,0.3794733192202056,26,-,1
6193,True,16,2,24,1.0,24,48,0.4,22,-,1,0,0,0.6499999999999999,0.4163331998932265,13,-,1
6194,False,16,1,2,1.0,2,25,0.2,-8,-,1,1,0,0.5874999999999999,0.389657969677682,5,-,1
6194,True,18,3,2,1.0,2,25,0.2,-8,-,1,1,0,0.4555555555555556,0.3484794233476806,-10,-,1
6195,False,32,1,20,1.0,20,59,0.25,6,L-skew,6,0,0,0.4312499999999999,0.348672598070398,-5,L-skew,4
6195,True,15,2,20,1.0,20,59,0.25,6,L-skew,6,0,0,0.2933333333333333,0.2604026186687142,18,-,1
6196,True,16,2,-10,1.0,-10,28,0.05,-9,-,1,0,0,0.8500000000000001,0.2780887148615228,-4,L-skew,4
6197,False,16,1,12,1.0,12,28,0.01,5,-,1,1,0,0.5625,0.3810074364978545,8,-,1
6197,True,15,3,12,1.0,12,28,0.01,5,-,1,1,0,0.3866666666666666,0.4501851470969101,21,-,1
6198,True,19,5,-7,1.0,-7,-10,0.8,-38,Symm,4,1,0,0.1684210526315789,0.2517773080829507,1,-,1
6199,False,16,1,23,0.25,-13,32,0.25,-32,R-skew,2,0,1,0.2375,0.3364025366531392,1,-,1
6199,True,16,4,23,0.25,-13,32,0.25,-32,R-skew,2,0,1,0.2875,0.2729468812791236,11,R-skew,2
6200,False,15,1,22,1.0,22,77,0.05,18,L-skew,5,0,0,0.6,0.4208834246473209,-1,-,1
6200,True,16,3,22,1.0,22,77,0.05,18,L-skew,5,0,0,0.5875000000000001,0.3685557397915997,-3,R-skew,8
6201,True,17,5,116,0.05,-12,21,0.5,-27,Symm,2,0,-1,0.4941176470588236,0.3325480947082957,-5,L-skew,7
6202,False,16,1,17,1.0,17,97,0.1,18,-,1,1,0,0.725,0.3785938897200183,26,Symm,5
6203,False,16,1,25,1.0,25,44,0.4,11,-,1,0,0,0.4375,0.3739429546512855,11,R-skew,3
6203,True,16,4,25,1.0,25,44,0.4,11,-,1,0,0,0.4375,0.3518996068956789,16,-,1
6204,True,16,5,7,1.0,7,15,0.99,-8,-,1,0,0,0.7124999999999999,0.2825479310370779,21,-,1
6205,False,16,1,30,1.0,30,44,0.6,4,L-skew,5,0,0,0.2250000000000001,0.1914854215512677,10,-,1
6205,True,16,2,30,1.0,30,44,0.6,4,L-skew,5,0,0,0.45,0.3386246693120078,-9,-,1
6206,False,16,1,12,1.0,12,55,0.4,-7,L-skew,2,0,0,0.5499999999999999,0.3687817782917155,16,L-skew,2
6206,True,15,5,12,1.0,12,55,0.4,-7,L-skew,2,0,0,0.3866666666666666,0.3502380143083653,-9,R-skew,2
6207,True,31,4,47,0.01,9,59,0.4,-22,Symm,4,0,0,0.4580645161290323,0.3191386256246514,15,-,1
6208,False,15,1,44,0.5,14,66,0.25,22,-,1,0,0,0.6666666666666667,0.3086066999241838,21,Symm,3
6208,True,17,3,44,0.5,14,66,0.25,22,-,1,0,0,0.7764705882352941,0.2537947294682897,10,-,1
6209,True,16,4,88,0.05,-10,-7,0.2,-7,-,1,0,0,0.375,0.3785938897200183,1,-,1
6210,True,16,2,-5,1.0,-5,58,0.4,-46,-,1,0,0,0.6125,0.2777888886666756,14,Symm,5
6211,False,32,1,4,1.0,4,83,0.4,-50,L-skew,2,0,0,0.4875,0.3517238652968474,28,-,1
6212,False,16,1,0,1.0,0,44,0.05,-9,-,1,0,0,0.5249999999999999,0.3924283374069717,-9,-,1
6212,True,16,3,0,1.0,0,44,0.05,-9,-,1,0,0,0.3250000000000001,0.3785938897200183,29,Symm,7
6213,True,18,5,25,1.0,25,42,0.01,16,R-skew,2,0,0,0.2333333333333333,0.3646109933485113,-5,Symm,3
6214,False,16,1,28,1.0,28,39,0.6,-12,R-skew,4,0,0,0.35,0.3614784456460256,17,R-skew,4
6214,True,16,2,28,1.0,28,39,0.6,-12,R-skew,4,0,0,0.2125,0.2473189573539939,15,-,1
6215,True,18,4,7,1.0,7,13,0.99,-34,L-skew,5,0,0,0.7888888888888889,0.2948357247267763,21,-,1
6216,True,20,3,-9,1.0,-9,81,0.05,-16,Symm,8,0,0,0.4800000000000001,0.4274773001052374,-9,Symm,3
6217,False,16,1,20,1.0,20,26,0.4,23,R-skew,3,1,0,0.875,0.2720294101747089,4,-,1
6217,True,15,5,20,1.0,20,26,0.4,23,R-skew,3,1,0,0.8,0.3207134902949092,18,-,1
6218,False,16,1,62,0.4,7,37,0.01,20,-,1,0,0,0.5625,0.4014556845614054,9,-,1
6218,True,32,5,62,0.4,7,37,0.01,20,-,1,0,0,0.5375,0.3461772807066047,-9,Symm,9
6219,True,17,2,9,0.25,-3,22,0.1,-11,Symm,6,0,0,0.3058823529411765,0.3009787954227301,7,Symm,7
6220,False,16,1,6,1.0,6,12,0.25,10,Symm,4,0,0,0.8125,0.2963668897386031,4,R-skew,3
6221,True,16,3,-5,1.0,-5,18,0.5,-27,Symm,4,0,0,0.6874999999999999,0.2825479310370779,27,Symm,7
6222,False,32,1,86,0.25,-39,31,0.1,-5,Symm,8,0,0,0.5645833333333333,0.3274685680831632,12,-,1
6222,True,16,4,86,0.25,-39,31,0.1,-5,Symm,8,0,0,0.5125000000000001,0.4193248541803042,-6,-,1
6223,True,16,2,48,0.5,-34,99,0.01,11,-,1,0,0,0.6500000000000001,0.3055050463303893,-2,-,1
6224,True,17,4,23,0.9,-6,18,0.8,10,Symm,8,0,0,0.4235294117647059,0.4054772061483633,18,-,1
6225,False,16,1,23,1.0,23,70,0.4,-15,L-skew,5,0,0,0.3875,0.3757215280851852,8,-,1
6225,True,15,3,23,1.0,23,70,0.4,-15,L-skew,5,0,0,0.3066666666666667,0.3614784456460256,-7,-,1
6226,False,15,1,55,0.01,10,43,0.01,10,Symm,6,0,0,0.5466666666666666,0.3248442850410171,14,-,1
6226,True,16,2,55,0.01,10,43,0.01,10,Symm,6,0,0,0.2999999999999999,0.3723797345005051,-10,-,1
